Serial,RAhour,RAminutes,RAseconds,RA,DECsign,DECdegrees,DECminutes,DECseconds,DEC,Vmag,PropermotionRA,PropermotionDEC
 270,00,55,00.3,0.91675,-,69,31,37,-69.52694444444444, 5.45,+0.006,-0.045
 271,00,57,12.4,0.9534444444444444,+,23,25,03,23.4175, 4.42,-0.044,-0.048
 272,00,57,39.7,0.9610277777777777,+,45,50,23,45.83972222222222, 6.12,+0.013,+0.005
 273,00,58,31.1,0.9753055555555555,+,66,21,08,66.35222222222222, 5.97,+0.043,-0.006
 274,00,57,50.2,0.9639444444444444,+,28,59,32,28.99222222222222, 5.42,+0.008,-0.008
 275,00,58,14.2,0.9706111111111111,+,33,57,03,33.950833333333335, 5.98,+0.035,-0.072
 276,00,57,54.5,0.9651388888888889,+,13,41,45,13.695833333333333, 6.32,-0.011,-0.013
 277,00,58,18.9,0.9719166666666667,+,21,24,16,21.404444444444444, 6.37,-0.006,-0.003
 278,01,00,31.0,1.0086111111111111,+,70,58,59,70.98305555555555, 6.39,+0.082, 0.000
 279,00,58,43.9,0.9788611111111111,-,11,22,48,-11.38, 5.61,-0.034,-0.019
 280,00,58,36.4,0.9767777777777777,-,29,21,27,-29.3575, 4.31,+0.022,+0.004
 281,00,58,22.4,0.9728888888888889,-,60,41,47,-60.69638888888889, 6.23,+0.050,+0.018
 282,01,00,03.4,1.0009444444444444,+,44,42,40,44.71111111111111, 6.84,+0.011,-0.024
 283,01,00,03.6,1.001,+,44,42,48,44.71333333333333, 6.04,+0.016,-0.023
 284,00,59,49.7,0.9971388888888888,+,06,28,59,6.483055555555556, 6.11,+0.023,-0.008
 285,01,08,44.7,1.14575,+,86,15,25,86.25694444444444, 4.25,+0.076,-0.012
 286,01,33,50.4,1.564,+,89,00,56,89.01555555555555, 6.46,+0.062,-0.036
 287,01,02,18.4,1.0384444444444445,+,51,02,06,51.035, 6.47,-0.004,-0.013
 288,01,01,18.3,1.02175,-,38,55,00,-38.916666666666664, 5.59,+0.069,+0.045
 289,01,03,01.5,1.0504166666666668,+,47,22,34,47.37611111111111, 6.45,+0.088,-0.015
 290,01,02,54.3,1.0484166666666668,+,41,20,42,41.345, 5.98,-0.020,-0.010
 291,01,02,49.1,1.0469722222222224,+,31,48,16,31.804444444444446, 5.50,+0.015,-0.028
 292,01,03,37.0,1.0602777777777779,+,61,04,30,61.075, 5.92,-0.006,+0.004
 293,01,02,26.4,1.0406666666666669,-,31,33,07,-31.551944444444445, 5.50,+0.082,+0.012
 294,01,02,56.6,1.0490555555555556,+,07,53,24,7.89, 4.28,-0.078,+0.023
 295,01,02,01.8,1.0338333333333334,-,57,00,09,-57.0025, 6.11,+0.006,+0.015
 296,01,03,02.6,1.0507222222222223,-,04,50,12,-4.836666666666667, 5.43,-0.108,-0.106
 297,01,04,19.6,1.072111111111111,+,61,34,49,61.58027777777778, 5.84,-0.070,-0.022
 298,01,04,02.4,1.0673333333333332,+,52,30,08,52.50222222222222, 5.99,+0.001,-0.059
 299,01,02,49.2,1.0470000000000002,-,46,23,51,-46.3975, 5.36, 0.000,+0.002
 300,01,03,17.6,1.054888888888889,-,29,31,33,-29.525833333333335, 6.29,-0.114,-0.030
 301,01,03,49.0,1.063611111111111,+,01,22,00,1.3666666666666667, 6.04,+0.122,-0.042
 302,01,04,46.8,1.0796666666666666,+,51,00,36,51.01, 6.54,+0.019,-0.002
 303,01,04,27.6,1.0743333333333334,+,29,39,31,29.65861111111111, 6.19,+0.084,-0.116
 304,01,02,42.9,1.04525,-,65,27,22,-65.45611111111111, 6.21,+0.004, 0.000
 305,01,04,36.4,1.0767777777777778,+,39,59,28,39.99111111111111, 6.72,+0.077,-0.022
 306,01,16,13.5,1.2704166666666665,+,87,08,43,87.14527777777778, 6.25,+0.051,-0.027
 307,01,04,52.6,1.0812777777777778,+,05,39,23,5.656388888888889, 6.00,+0.028,-0.014
 308,01,05,05.4,1.0848333333333333,+,14,56,46,14.946111111111112, 5.68,+0.006,+0.054
 309,01,06,22.8,1.1063333333333334,+,62,45,42,62.76166666666667, 6.54,+0.102,-0.024
 310,01,05,40.9,1.0946944444444444,+,21,28,24,21.473333333333333, 5.34,+0.050,-0.016
 311,01,05,41.7,1.0949166666666665,+,21,27,55,21.46527777777778, 5.56,+0.047,-0.018
 312,01,09,12.3,1.1534166666666665,+,80,00,42,80.01166666666667, 6.29,-0.030,-0.038
 313,01,05,49.2,1.097,+,04,54,30,4.908333333333333, 6.35,+0.022,-0.121
 314,01,05,51.4,1.097611111111111,+,04,54,34,4.9094444444444445, 7.25,+0.029,-0.119
 315,01,05,36.8,1.0935555555555554,-,09,58,45,-9.979166666666666, 6.12,-0.034,-0.033
 316,01,07,00.2,1.1167222222222222,+,56,56,06,56.935, 6.43,+0.100,-0.110
 317,01,06,05.1,1.1014166666666667,-,09,50,22,-9.839444444444444, 5.58,+0.030,+0.004
 318,01,07,09.5,1.1193055555555556,+,53,29,54,53.498333333333335, 6.38,+0.023,-0.001
 319,01,06,33.6,1.1093333333333335,+,12,57,22,12.956111111111111, 6.12,+0.019,+0.023
 320,01,06,07.7,1.102138888888889,-,23,59,33,-23.9925, 6.14,-0.031,-0.041
 321,01,08,16.4,1.137888888888889,+,54,55,13,54.92027777777778, 5.17,+3.424,-1.596
 322,01,06,05.0,1.101388888888889,-,46,43,07,-46.71861111111111, 3.31,-0.027,-0.001
 323,01,06,26.5,1.1073611111111112,-,35,39,39,-35.660833333333336, 6.61,+0.069,-0.023
 324,01,08,00.9,1.1335833333333334,+,43,56,31,43.941944444444445, 5.03,+0.165,-0.070
 325,01,07,13.1,1.1203055555555557,-,23,59,47,-23.996388888888887, 6.37,+0.098,-0.036
 326,01,08,33.3,1.1425833333333333,+,58,15,49,58.26361111111111, 5.79,+0.007,-0.005
 327,01,08,01.3,1.1336944444444443,+,32,00,44,32.01222222222222, 6.25,+0.204,-0.030
 328,01,07,57.2,1.1325555555555555,+,20,44,21,20.739166666666666, 5.55,+0.087,-0.094
 329,01,07,46.2,1.1295,-,09,47,08,-9.785555555555556, 5.82,+0.152,+0.017
 330,01,08,22.2,1.1395,+,05,38,59,5.6497222222222225, 5.52,-0.264,-0.185
 331,01,07,47.9,1.1299722222222222,-,41,29,13,-41.48694444444445, 5.21,+0.038,+0.010
 332,01,07,18.7,1.1218611111111112,-,61,46,31,-61.77527777777778, 5.37,+0.073,-0.012
 333,01,12,16.7,1.2046388888888888,+,79,40,26,79.67388888888888, 5.64,+0.091,-0.005
 334,01,08,35.4,1.1431666666666667,-,10,10,56,-10.182222222222222, 3.45,+0.218,-0.138
 335,01,09,30.2,1.1583888888888887,+,47,14,31,47.24194444444444, 4.25,+0.010,-0.009
 336,01,10,39.3,1.1775833333333334,+,68,46,43,68.7786111111111, 5.29,+0.036,-0.031
 337,01,09,43.9,1.1621944444444443,+,35,37,14,35.620555555555555, 2.06,+0.178,-0.114
 338,01,08,23.1,1.13975,-,55,14,45,-55.24583333333333, 3.92,+0.019,+0.025
 339,01,09,49.2,1.1636666666666666,+,19,39,31,19.65861111111111, 5.55,-0.006,+0.009
 340,01,10,18.8,1.171888888888889,+,42,04,53,42.08138888888889, 5.65,-0.133,-0.043
 341,01,10,19.4,1.1720555555555556,+,25,27,28,25.45777777777778, 5.80, 0.000,-0.114
 342,01,11,25.6,1.1904444444444444,+,64,12,10,64.20277777777778, 5.55,+0.040,-0.013
 343,01,11,06.2,1.1850555555555555,+,55,08,59,55.14972222222222, 4.33,+0.229,-0.022
 344,01,10,11.5,1.1698611111111112,+,15,40,27,15.674166666666666, 6.06,+0.031,-0.021
 345,01,11,41.4,1.1948333333333334,+,65,01,08,65.0188888888889, 5.57,+0.023,-0.016
 346,01,10,12.0,1.1700000000000002,-,08,54,22,-8.90611111111111, 6.40,-0.013,-0.036
 347,01,10,33.6,1.1760000000000002,+,02,26,44,2.4455555555555555, 5.95, 0.000,-0.015
 348,01,11,10.3,1.1861944444444446,+,37,43,27,37.72416666666667, 5.81,-0.012,-0.007
 349,01,11,06.8,1.1852222222222222,+,31,25,29,31.424722222222222, 5.16,-0.011,-0.014
 350,01,10,07.4,1.1687222222222222,-,57,41,40,-57.69444444444444, 6.41,-0.006,-0.121
 351,01,11,27.2,1.1908888888888889,+,21,02,05,21.03472222222222, 4.66,+0.038,-0.011
 352,01,11,39.6,1.1943333333333332,+,30,05,23,30.08972222222222, 4.51,+0.072,-0.035
 353,01,11,43.5,1.1954166666666666,-,02,15,04,-2.2511111111111113, 5.94,-0.062,-0.026
 354,01,13,09.9,1.2194166666666668,+,61,42,21,61.70583333333333, 6.41,+0.033,-0.021
 355,01,12,34.0,1.2094444444444443,+,45,20,16,45.33777777777778, 6.11,+0.021,+0.026
 356,01,12,59.5,1.2165277777777777,+,30,03,51,30.064166666666665, 6.19,+0.020,-0.034
 357,01,16,30.7,1.2751944444444443,+,79,54,36,79.91, 6.26,-0.055,+0.059
 358,01,12,23.4,1.2065,-,30,48,08,-30.802222222222223, 6.52,+0.061,-0.077
 359,01,12,45.4,1.212611111111111,-,37,51,23,-37.85638888888889, 5.92,+0.090,-0.034
 360,01,13,44.9,1.229138888888889,+,24,35,01,24.58361111111111, 4.65,+0.017,-0.023
 361,01,13,43.9,1.2288611111111112,+,07,34,31,7.575277777777778, 5.24,+0.144,-0.056
 362,01,13,45.3,1.2292500000000002,+,07,34,42,7.578333333333333, 6.30,+0.147,-0.052
 363,01,14,05.0,1.2347222222222223,+,28,31,47,28.529722222222222, 6.43,+0.079,-0.049
 364,01,14,07.6,1.2354444444444446,+,16,08,01,16.13361111111111, 5.98,-0.027,-0.026
 365,01,16,12.1,1.2700277777777778,+,71,44,38,71.74388888888889, 7.83,+0.006,+0.004
 366,01,14,24.0,1.24,-,07,55,23,-7.923055555555555, 5.13,+0.127,+0.273
 367,01,14,42.4,1.2451111111111113,+,06,59,43,6.995277777777778, 6.03,-0.011,-0.024
 368,01,14,49.2,1.247,-,00,58,26,-0.9738888888888888, 5.70,-0.012,+0.201
 369,01,16,24.5,1.2734722222222221,+,48,04,56,48.08222222222222, 6.61,+0.010,+0.001
 370,01,15,11.1,1.2530833333333333,-,45,31,53,-45.53138888888889, 4.96,+0.669,+0.183
 371,01,16,18.8,1.2718888888888888,+,33,06,53,33.11472222222222, 6.02,+0.016,-0.033
 372,01,17,05.1,1.2847499999999998,+,44,54,07,44.901944444444446, 6.34,+0.014,-0.045
 373,01,16,36.3,1.2767499999999998,-,02,30,01,-2.500277777777778, 5.41,-0.104,-0.063
 374,01,17,24.1,1.2900277777777776,+,31,44,41,31.744722222222222, 6.73,-0.052,+0.003
 375,01,20,19.5,1.3387499999999999,+,77,34,14,77.57055555555556, 6.31,-0.018,+0.086
 376,01,18,10.2,1.3028333333333333,+,47,25,11,47.41972222222222, 6.25,+0.018,-0.002
 377,01,15,46.1,1.2628055555555555,-,68,52,34,-68.87611111111111, 4.86,+0.399,+0.107
 378,01,17,48.0,1.2966666666666666,+,03,36,52,3.6144444444444446, 5.16,-0.046,-0.025
 379,01,18,47.0,1.3130555555555556,+,37,23,10,37.38611111111111, 6.46,-0.011,-0.014
 380,01,17,03.6,1.284333333333333,-,66,23,53,-66.39805555555556, 6.24,+0.044,+0.002
 381,01,21,59.1,1.3664166666666668,+,76,14,20,76.2388888888889, 6.38,+0.063,-0.032
 382,01,20,04.9,1.3346944444444444,+,58,13,54,58.23166666666667, 4.98, 0.000,-0.002
 383,01,19,28.0,1.3244444444444445,+,27,15,51,27.264166666666668, 4.76,+0.025,-0.013
 384,01,21,05.2,1.3514444444444444,+,64,39,30,64.65833333333333, 6.34,+0.057,-0.019
 385,01,19,48.3,1.3300833333333333,-,00,30,32,-0.508888888888889, 5.87,+0.012,-0.014
 386,01,23,46.8,1.3963333333333332,+,78,43,33,78.72583333333333, 6.07,-0.009,-0.003
 387,01,20,34.5,1.3429166666666665,-,03,14,49,-3.2469444444444444, 6.23,-0.013,+0.006
 388,01,20,27.8,1.3410555555555554,-,11,14,20,-11.238888888888889, 6.15,-0.047,-0.074
 389,01,21,07.4,1.3520555555555556,+,28,44,17,28.738055555555555, 5.23,+0.027,-0.078
 390,01,22,20.4,1.3723333333333334,+,45,31,44,45.528888888888886, 4.88,+0.032,+0.009
 391,01,23,21.6,1.3893333333333333,+,58,08,35,58.143055555555556, 6.45,+0.139,-0.094
 392,01,22,37.0,1.3769444444444445,+,01,43,35,1.726388888888889, 6.20,+0.066,-0.048
 393,01,22,34.8,1.3763333333333334,-,00,26,59,-0.44972222222222225, 6.49,+0.023,-0.014
 394,01,22,30.5,1.375138888888889,-,19,04,53,-19.08138888888889, 6.35,-0.056,-0.071
 395,01,23,40.6,1.394611111111111,+,37,42,54,37.715, 5.58,+0.083,-0.022
 396,01,23,37.5,1.39375,+,34,14,45,34.24583333333333, 6.29,+0.229,+0.116
 397,01,23,24.9,1.39025,+,20,28,08,20.468888888888888, 5.97,-0.009,-0.007
 398,01,25,46.5,1.4295833333333334,+,70,58,48,70.98, 6.49,+0.016,-0.013
 399,01,25,56.0,1.4322222222222223,+,68,07,48,68.13, 4.74,+0.074,+0.026
 400,01,23,31.0,1.3919444444444444,-,30,56,44,-30.945555555555554, 5.84,-0.012,-0.046
 401,01,24,02.5,1.4006944444444445,-,08,00,27,-8.0075, 6.21,+0.174,-0.070
 402,01,24,01.4,1.400388888888889,-,08,11,00,-8.183333333333334, 3.60,-0.079,-0.218
 403,01,25,49.0,1.4302777777777778,+,60,14,07,60.235277777777775, 2.68,+0.297,-0.051
 404,01,24,20.6,1.405722222222222,-,06,54,53,-6.914722222222222, 5.91,+0.042,+0.003
 405,01,24,39.8,1.4110555555555555,-,15,39,37,-15.660277777777777, 6.14,+0.012,-0.005
 406,01,24,48.7,1.4135277777777777,-,02,50,55,-2.848611111111111, 6.15,+0.013,-0.030
 407,01,25,35.7,1.4265833333333333,+,23,30,42,23.511666666666667, 6.18,+0.032,-0.021
 408,01,24,40.8,1.4113333333333333,-,41,29,33,-41.4925, 5.42,+0.022,-0.038
 409,01,26,18.6,1.4385000000000001,+,43,27,28,43.45777777777778, 5.96,+0.103,-0.060
 410,01,26,08.7,1.43575,+,34,34,47,34.57972222222222, 6.31,+0.230,-0.087
 411,01,24,41.9,1.4116388888888889,-,44,31,42,-44.528333333333336, 6.26,-0.009,-0.018
 412,01,25,37.2,1.427,-,14,35,56,-14.598888888888888, 4.90,+0.039,-0.018
 413,01,26,15.3,1.4375833333333334,+,19,10,20,19.17222222222222, 5.38,-0.024,+0.010
 414,01,26,41.7,1.4449166666666666,+,19,14,25,19.240277777777777, 5.50,+0.050,-0.061
 415,01,27,06.2,1.4517222222222221,+,34,22,39,34.3775, 6.27,+0.154,-0.011
 416,01,26,27.3,1.4409166666666666,-,00,23,55,-0.39861111111111114, 6.41,+0.044,-0.001
 417,01,27,39.4,1.4609444444444444,+,45,24,24,45.406666666666666, 4.83,+0.351,-0.107
 418,01,27,26.6,1.4573888888888888,+,41,06,02,41.10055555555556, 6.46,+0.003,-0.001
 419,01,26,53.5,1.4481944444444446,+,03,32,07,3.535277777777778, 6.58,+0.004,-0.035
 420,01,25,05.3,1.418138888888889,-,64,22,10,-64.36944444444444, 5.93,+0.023,-0.019
 421,01,26,51.6,1.4476666666666667,-,13,03,24,-13.056666666666667, 5.66,+0.016,+0.009
 422,01,27,47.0,1.4630555555555556,+,40,20,08,40.33555555555556, 6.60,+0.015,-0.019
 423,01,26,58.1,1.4494722222222223,-,32,32,35,-32.543055555555554, 5.79,-0.011,-0.031
 424,02,31,48.7,2.530194444444444,+,89,15,51,89.26416666666667, 2.02,+0.038,-0.015
 425,01,27,46.6,1.4629444444444444,-,10,54,06,-10.901666666666667, 6.13,+0.180,+0.019
 426,01,28,22.9,1.4730277777777778,+,07,57,41,7.961388888888889, 6.20,+0.112,-0.003
 427,01,31,13.8,1.5205,+,70,15,53,70.26472222222222, 5.81,+0.137,-0.077
 428,01,30,52.3,1.5145277777777777,+,66,05,53,66.09805555555556, 6.14,+0.084,-0.010
 429,01,28,21.9,1.4727500000000002,-,43,19,06,-43.318333333333335, 3.41,-0.014,-0.209
 430,01,30,06.2,1.5017222222222222,+,47,00,26,47.007222222222225, 5.27,+0.008,-0.044
 431,01,28,43.3,1.4786944444444445,-,33,45,49,-33.76361111111111, 6.58,-0.055,-0.025
 432,01,29,52.9,1.4980277777777777,+,18,21,20,18.355555555555554, 6.02,+0.063,-0.003
 433,01,29,36.1,1.4933611111111111,-,21,37,46,-21.629444444444445, 5.12,+0.056,+0.006
 434,01,30,11.1,1.5030833333333333,+,06,08,38,6.143888888888889, 4.84,+0.294,-0.048
 435,01,29,30.4,1.4917777777777779,-,46,45,23,-46.756388888888885, 6.31,-0.012,+0.013
 436,01,30,22.9,1.506361111111111,-,26,12,28,-26.20777777777778, 5.93,+0.045,+0.002
 437,01,31,29.0,1.524722222222222,+,15,20,45,15.345833333333333, 3.62,+0.028,-0.006
 438,01,32,07.6,1.5354444444444444,+,34,48,00,34.8, 6.39,-0.008,-0.002
 439,01,33,25.8,1.5571666666666668,+,58,19,39,58.3275, 5.70,+0.011,+0.002
 440,01,31,15.1,1.520861111111111,-,49,04,22,-49.07277777777778, 3.95,+0.142,+0.151
 441,01,31,43.3,1.5286944444444444,-,30,17,00,-30.283333333333335, 5.82,+0.009,-0.067
 442,01,33,55.9,1.5655277777777779,+,59,13,55,59.231944444444444, 4.71,-0.037,-0.021
 443,01,31,39.1,1.5275277777777778,-,45,34,32,-45.57555555555555, 6.17, 0.000,+0.006
 444,01,33,03.5,1.5509722222222222,-,09,00,53,-9.014722222222222, 6.59,+0.029,+0.003
 445,01,32,56.0,1.5488888888888888,-,36,51,55,-36.86527777777778, 5.51,+0.002,-0.023
 446,01,34,16.6,1.5712777777777778,+,37,14,14,37.23722222222222, 5.88,+0.009,-0.015
 447,01,32,36.3,1.5434166666666664,-,49,43,40,-49.727777777777774, 6.28,-0.030,-0.077
 448,01,33,42.9,1.5619166666666666,-,07,01,31,-7.025277777777778, 5.76,+0.180,-0.081
 449,01,37,22.5,1.6229166666666668,+,74,18,03,74.30083333333333, 6.58,+0.027,-0.009
 450,01,34,49.1,1.5803055555555556,+,18,27,38,18.460555555555555, 5.89,+0.033,-0.069
 451,01,34,37.8,1.5771666666666666,-,15,40,34,-15.676111111111112, 5.63,+0.096,+0.003
 452,01,35,52.5,1.5979166666666669,+,41,04,35,41.076388888888886, 6.38,+0.139,-0.002
 453,01,34,50.7,1.5807499999999999,-,31,53,32,-31.892222222222223, 6.12,-0.077,-0.036
 454,01,36,27.2,1.6075555555555556,+,48,43,22,48.72277777777778, 5.92,-0.012,-0.017
 455,01,35,46.4,1.5962222222222224,+,14,39,41,14.661388888888888, 6.22,+0.004,-0.011
 456,01,38,30.9,1.6419166666666667,+,73,02,24,73.04, 5.28,-0.013,-0.015
 457,01,35,54.8,1.5985555555555557,+,17,26,01,17.433611111111112, 5.80,+0.152,+0.010
 458,01,36,47.8,1.6132777777777778,+,41,24,20,41.40555555555556, 4.09,-0.171,-0.382
 459,01,35,59.0,1.5997222222222223,-,15,24,01,-15.400277777777777, 5.42,+0.023,+0.011
 460,01,35,15.2,1.5875555555555556,-,58,08,22,-58.13944444444444, 6.01,+0.277,-0.035
 461,01,38,07.6,1.6354444444444445,+,57,58,39,57.9775, 5.56,+0.007,-0.006
 462,01,36,08.4,1.6023333333333334,-,29,54,27,-29.9075, 5.69,+0.100,+0.040
 463,01,37,05.9,1.6183055555555557,+,12,08,30,12.141666666666667, 5.57,-0.066,+0.043
 464,01,37,59.6,1.6332222222222224,+,48,37,42,48.62833333333333, 3.57,+0.065,-0.113
 465,01,38,31.7,1.6421388888888888,+,45,24,00,45.4, 6.36,-0.034,+0.014
 466,01,37,37.7,1.627138888888889,-,09,24,14,-9.403888888888888, 6.24,+0.259,+0.093
 467,01,33,39.2,1.560888888888889,-,78,30,17,-78.50472222222223, 6.11,-0.034,-0.136
 468,01,36,44.8,1.6124444444444446,-,58,16,15,-58.270833333333336, 6.18,+0.022,+0.003
 469,01,39,21.0,1.6558333333333333,+,44,23,10,44.38611111111111, 4.98,-0.022,+0.012
 470,01,40,13.1,1.6703055555555555,+,53,52,06,53.86833333333333, 6.39,-0.011,-0.002
 471,01,38,27.4,1.6409444444444443,-,36,31,42,-36.528333333333336, 5.94,-0.018,-0.128
 472,01,37,42.9,1.6285833333333333,-,57,14,12,-57.236666666666665, 0.46,+0.095,-0.035
 473,01,38,51.8,1.647722222222222,-,21,16,31,-21.275277777777777, 5.58,+0.131,+0.036
 474,01,38,50.0,1.6472222222222221,-,25,01,19,-25.021944444444443, 6.70,+0.001,+0.011
 475,01,39,40.8,1.6613333333333333,+,16,24,21,16.405833333333334, 5.97,+0.077,-0.015
 476,01,40,39.8,1.6777222222222221,+,43,17,52,43.297777777777775, 5.61,+0.127,-0.037
 477,01,40,34.8,1.6763333333333332,+,40,34,37,40.57694444444444, 4.94,+0.013,-0.025
 478,01,42,20.5,1.7056944444444444,+,68,02,35,68.04305555555555, 5.59,+0.052,-0.009
 479,01,38,48.2,1.6467222222222222,-,53,26,20,-53.43888888888889, 6.84,-0.027,-0.046
 480,01,42,55.9,1.7155277777777778,+,70,37,21,70.6225, 5.18,+0.077,-0.013
 481,01,42,03.0,1.7008333333333332,+,61,02,18,61.038333333333334, 6.71,+0.015,-0.007
 482,01,42,17.8,1.7049444444444444,+,58,37,40,58.62777777777778, 6.37,+0.019,-0.010
 483,01,41,47.2,1.6964444444444444,+,42,36,49,42.61361111111111, 4.95,+0.809,-0.154
 484,01,41,18.4,1.6884444444444444,+,25,44,45,25.745833333333334, 6.17,+0.118,-0.040
 485,01,41,39.2,1.6942222222222223,+,30,02,50,30.04722222222222, 5.99,-0.015,-0.006
 486,01,39,47.4,1.6631666666666667,-,56,11,53,-56.198055555555555, 5.87,+0.310,-0.020
 487,01,39,47.8,1.6632777777777776,-,56,11,41,-56.194722222222225, 5.76,+0.279,+0.020
 488,01,42,58.4,1.716222222222222,+,61,25,18,61.42166666666667, 6.34,+0.004,+0.011
 489,01,41,25.9,1.6905277777777779,+,05,29,15,5.4875, 4.44,-0.021,+0.002
 490,01,42,03.5,1.700972222222222,+,35,14,44,35.245555555555555, 5.64,+0.049,-0.028
 491,01,43,19.7,1.722138888888889,+,60,33,04,60.55111111111111, 5.78,+0.008,-0.020
 492,01,41,44.7,1.69575,-,11,19,29,-11.324722222222222, 5.75,+0.043,-0.412
 493,01,42,29.8,1.7082777777777778,+,20,16,07,20.26861111111111, 5.24,-0.296,-0.672
 494,01,41,27.3,1.6909166666666666,-,38,07,59,-38.13305555555556, 6.17,+0.050,+0.052
 495,01,43,16.5,1.7212500000000002,+,45,19,20,45.32222222222222, 6.34,+0.146,-0.017
 496,01,43,39.6,1.7276666666666667,+,50,41,19,50.68861111111111, 4.07,+0.026,-0.014
 497,01,42,08.6,1.702388888888889,-,32,19,37,-32.32694444444444, 5.25,-0.065,-0.025
 498,01,42,03.0,1.7008333333333332,-,36,49,57,-36.8325, 5.72,-0.028,-0.021
 499,01,44,17.9,1.7383055555555555,+,57,32,11,57.53638888888889, 6.21,+0.039,-0.040
 500,01,42,43.5,1.7120833333333332,-,03,41,25,-3.6902777777777778, 4.99,-0.007,-0.032
 501,01,41,41.1,1.69475,-,50,02,20,-50.03888888888889, 6.64,-0.023,-0.020
 502,01,44,46.1,1.746138888888889,+,57,05,21,57.089166666666664, 6.25,+0.014,-0.004
 503,01,43,50.0,1.7305555555555556,+,32,11,30,32.19166666666667, 6.34,-0.022,-0.007
 504,01,44,26.5,1.7406944444444445,+,46,08,23,46.139722222222225, 6.35,-0.009,-0.028
 505,01,41,48.0,1.6966666666666668,-,60,47,22,-60.78944444444444, 5.71,+0.015,-0.041
 506,01,42,29.3,1.7081388888888889,-,53,44,26,-53.74055555555555, 5.52,+0.171,-0.093
 507,01,43,54.8,1.731888888888889,-,04,45,56,-4.765555555555555, 6.19,-0.020,-0.032
 508,01,44,55.8,1.7488333333333335,+,20,04,59,20.083055555555557, 6.27,-0.041,-0.109
 509,01,44,04.1,1.7344722222222222,-,15,56,15,-15.9375, 3.50,-1.718,+0.856
 510,01,45,23.6,1.7565555555555556,+,09,09,28,9.157777777777778, 4.26,+0.073,+0.048
 511,01,47,44.8,1.7957777777777777,+,63,51,08,63.852222222222224, 5.63,+0.582,-0.255
 512,01,37,55.6,1.632111111111111,-,82,58,30,-82.975, 5.87,+0.119,+0.120
 513,01,45,59.3,1.7664722222222222,-,05,44,00,-5.733333333333333, 5.34,-0.007,-0.033
 514,01,45,38.8,1.7607777777777778,-,25,03,09,-25.0525, 5.31,+0.162,-0.057
 515,01,46,35.3,1.7764722222222222,+,17,24,47,17.413055555555555, 6.55,+0.053,+0.011
 516,01,41,21.3,1.68925,-,79,08,54,-79.14833333333333, 6.33,+0.052,+0.009
 517,01,46,01.0,1.7669444444444444,-,27,20,57,-27.349166666666665, 6.39,+0.095,-0.052
 518,01,47,48.0,1.7966666666666666,+,46,13,47,46.22972222222222, 6.32,+0.014,-0.056
 519,01,46,05.8,1.7682777777777776,-,50,48,59,-50.81638888888889, 5.49,+0.034,-0.024
 520,01,46,06.3,1.7684166666666665,-,53,31,19,-53.52194444444444, 5.04,+0.127,+0.056
 521,01,48,38.9,1.8108055555555556,+,37,57,10,37.952777777777776, 5.94,+0.112,-0.029
 522,01,48,10.9,1.803027777777778,+,16,57,20,16.955555555555556, 5.84,+0.053,-0.036
 523,01,48,41.6,1.8115555555555556,+,32,41,25,32.69027777777778, 5.79,-0.167,+0.298
 524,01,47,16.8,1.7879999999999998,-,41,45,36,-41.76, 6.18,+0.024,+0.042
 525,01,37,28.0,1.6244444444444446,-,84,46,11,-84.76972222222223, 5.69,+0.034,+0.021
 526,01,49,15.7,1.8210277777777777,+,47,53,49,47.89694444444444, 5.82,-0.010,-0.002
 527,01,48,26.0,1.8072222222222223,+,03,41,08,3.6855555555555557, 5.91,-0.006,+0.017
 528,01,47,47.8,1.796611111111111,-,37,09,35,-37.15972222222222, 6.32,+0.008,+0.011
 529,01,50,57.1,1.8491944444444446,+,51,56,00,51.93333333333333, 5.90,+0.041,-0.120
 530,01,50,08.5,1.8356944444444445,+,22,16,31,22.275277777777777, 5.86,-0.017,-0.008
 531,01,49,35.1,1.8264166666666666,-,10,41,11,-10.686388888888889, 4.67,-0.146,-0.093
 532,01,49,19.5,1.8220833333333333,-,31,04,22,-31.072777777777777, 6.34,+0.101,-0.026
 533,01,51,59.3,1.8664722222222223,+,55,08,51,55.1475, 5.52,+0.014,-0.008
 534,01,50,52.0,1.847777777777778,+,11,02,36,11.043333333333333, 5.94,-0.070,-0.027
 535,01,49,48.8,1.8302222222222222,-,38,24,14,-38.403888888888886, 6.37,-0.003,+0.233
 536,01,52,09.4,1.8692777777777778,+,50,47,34,50.79277777777778, 5.79,+0.017,-0.026
 537,01,50,20.2,1.8389444444444445,-,47,48,59,-47.81638888888889, 6.14,+0.124,+0.051
 538,01,52,50.8,1.8807777777777779,+,51,28,29,51.47472222222222, 6.26,-0.011,-0.009
